M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
10530,7168,2304,0,base,316.603,1.0,0,316.603,0,ck,0,316.603,1.0,966.238,3.0519,0.3277,1.0,19
11031,7168,2304,0,base,336.84,1.0,0,336.84,0,ck,0,336.84,1.0,1003.283,2.9785,0.3357,1.0,19
11061,7168,2304,0,base,338.128,1.0,0,338.128,0,ck,0,338.128,1.0,1005.431,2.9735,0.3363,1.0,19
11196,7168,2304,0,base,325.231,1.0,0,325.231,0,ck,0,325.231,1.0,1019.779,3.1355,0.3189,1.0,19
11239,7168,2304,0,base,338.74,1.0,0,338.74,0,ck,0,338.74,1.0,1020.847,3.0137,0.3318,1.0,19
11301,7168,2304,0,base,337.64,1.0,0,337.64,0,ck,0,337.64,1.0,1025.779,3.0381,0.3292,1.0,19
11557,7168,2304,0,base,347.76,1.0,0,347.76,0,ck,0,347.76,1.0,1056.179,3.0371,0.3293,1.0,19
11686,7168,2304,0,base,345.38,1.0,0,345.38,0,ck,0,345.38,1.0,1059.343,3.0672,0.326,1.0,19
11857,7168,2304,0,base,353.852,1.0,0,353.852,0,ck,0,353.852,1.0,1078.439,3.0477,0.3281,1.0,19
11973,7168,2304,0,base,346.46,1.0,0,346.46,0,ck,0,346.46,1.0,1082.515,3.1245,0.3201,1.0,19
12255,7168,2304,0,base,362.008,1.0,0,362.008,0,ck,0,362.008,1.0,1110.26,3.0669,0.3261,1.0,19
12903,7168,2304,0,base,393.596,1.0,0,393.596,0,ck,0,393.596,1.0,1169.92,2.9724,0.3364,1.0,19
12943,7168,2304,0,base,386.476,1.0,0,386.476,0,ck,0,386.476,1.0,1171.38,3.0309,0.3299,1.0,19
12973,7168,2304,0,base,392.688,1.0,0,392.688,0,ck,0,392.688,1.0,1170.792,2.9815,0.3354,1.0,19
13133,7168,2304,0,base,393.42,1.0,0,393.42,0,ck,0,393.42,1.0,1185.1,3.0123,0.332,1.0,19
13356,7168,2304,0,base,387.532,1.0,0,387.532,0,ck,0,387.532,1.0,1203.037,3.1044,0.3221,1.0,19
13856,7168,2304,0,base,419.144,1.0,0,419.144,0,ck,0,419.144,1.0,1261.085,3.0087,0.3324,1.0,19
14571,7168,2304,0,base,444.029,1.0,0,444.029,0,ck,0,444.029,1.0,1312.274,2.9554,0.3384,1.0,19
14748,7168,2304,0,base,457.029,1.0,0,457.029,0,ck,0,457.029,1.0,1325.594,2.9005,0.3448,1.0,19
14986,7168,2304,0,base,456.425,1.0,0,456.425,0,ck,0,456.425,1.0,1339.098,2.9339,0.3408,1.0,19
15087,7168,2304,0,base,468.329,1.0,0,468.329,0,ck,0,468.329,1.0,1336.246,2.8532,0.3505,1.0,19
15388,7168,2304,0,base,464.425,1.0,0,464.425,0,ck,0,464.425,1.0,1366.226,2.9418,0.3399,1.0,19
15667,7168,2304,0,base,474.261,1.0,0,474.261,0,ck,0,474.261,1.0,1395.943,2.9434,0.3397,1.0,19
15782,7168,2304,0,base,492.125,1.0,0,492.125,0,ck,0,492.125,1.0,1400.443,2.8457,0.3514,1.0,19
16260,7168,2304,0,base,503.101,1.0,0,503.101,0,ck,0,503.101,1.0,1443.115,2.8684,0.3486,1.0,19
17505,7168,2304,0,base,530.409,1.0,0,530.409,0,ck,0,530.409,1.0,1539.92,2.9033,0.3444,1.0,19
17565,7168,2304,0,base,532.397,1.0,0,532.397,0,ck,0,532.397,1.0,1546.092,2.904,0.3444,1.0,19
17838,7168,2304,0,base,544.11,1.0,0,544.11,0,ck,0,544.11,1.0,1577.293,2.8989,0.345,1.0,19
17883,7168,2304,0,base,545.277,1.0,0,545.277,0,ck,0,545.277,1.0,1582.997,2.9031,0.3445,1.0,19
18014,7168,2304,0,base,551.074,1.0,0,551.074,0,ck,0,551.074,1.0,1594.005,2.8925,0.3457,1.0,19
18190,7168,2304,0,base,561.174,1.0,0,561.174,0,ck,0,561.174,1.0,1601.177,2.8533,0.3505,1.0,19
18575,7168,2304,0,base,576.418,1.0,0,576.418,0,ck,0,576.418,1.0,1622.489,2.8148,0.3553,1.0,19
18580,7168,2304,0,base,572.106,1.0,0,572.106,0,ck,0,572.106,1.0,1625.741,2.8417,0.3519,1.0,19
19247,7168,2304,0,base,601.871,1.0,0,601.871,0,ck,0,601.871,1.0,1678.666,2.7891,0.3585,1.0,19
19259,7168,2304,0,base,594.726,1.0,0,594.726,0,ck,0,594.726,1.0,1672.826,2.8128,0.3555,1.0,19
19650,7168,2304,0,base,605.762,1.0,0,605.762,0,ck,0,605.762,1.0,1714.686,2.8306,0.3533,1.0,19
19662,7168,2304,0,base,595.474,1.0,0,595.474,0,ck,0,595.474,1.0,1711.43,2.8741,0.3479,1.0,19
20033,7168,2304,0,base,622.747,1.0,0,622.747,0,ck,0,622.747,1.0,1753.71,2.8161,0.3551,1.0,19
20299,7168,2304,0,base,621.57,1.0,0,621.57,0,ck,0,621.57,1.0,1759.207,2.8303,0.3533,1.0,19
20499,7168,2304,0,base,631.478,1.0,0,631.478,0,ck,0,631.478,1.0,1780.595,2.8197,0.3546,1.0,19
20502,7168,2304,0,base,625.271,1.0,0,625.271,0,ck,0,625.271,1.0,1793.531,2.8684,0.3486,1.0,19
21180,7168,2304,0,base,650.607,1.0,0,650.607,0,ck,0,650.607,1.0,1846.964,2.8388,0.3523,1.0,19
23069,7168,2304,0,base,707.171,1.0,0,707.171,0,ck,0,707.171,1.0,2010.257,2.8427,0.3518,1.0,19
23586,7168,2304,0,base,725.288,1.0,0,725.288,0,ck,0,725.288,1.0,2042.31,2.8159,0.3551,1.0,19
23875,7168,2304,0,base,732.24,1.0,0,732.24,0,ck,0,732.24,1.0,2081.55,2.8427,0.3518,1.0,19
24071,7168,2304,0,base,734.524,1.0,0,734.524,0,ck,0,734.524,1.0,2100.266,2.8594,0.3497,1.0,19
24288,7168,2304,0,base,749.3,1.0,0,749.3,0,ck,0,749.3,1.0,2118.174,2.8269,0.3537,1.0,19
25162,7168,2304,0,base,767.508,1.0,0,767.508,0,ck,0,767.508,1.0,2187.715,2.8504,0.3508,1.0,19
26338,7168,2304,0,base,821.225,1.0,0,821.225,0,ck,0,821.225,1.0,2288.112,2.7862,0.3589,1.0,19
26915,7168,2304,0,base,848.365,1.0,0,848.365,0,ck,0,848.365,1.0,2345.181,2.7644,0.3617,1.0,19
27423,7168,2304,0,base,863.949,1.0,0,863.949,0,ck,0,863.949,1.0,2381.721,2.7568,0.3627,1.0,19
27754,7168,2304,0,base,866.073,1.0,0,866.073,0,ck,0,866.073,1.0,2412.138,2.7851,0.359,1.0,19
28193,7168,2304,0,base,886.521,1.0,0,886.521,0,ck,0,886.521,1.0,2453.266,2.7673,0.3614,1.0,19
29142,7168,2304,0,base,910.826,1.0,0,910.826,0,ck,0,910.826,1.0,2523.047,2.7701,0.361,1.0,19
30514,7168,2304,0,base,939.706,1.0,0,939.706,0,ck,0,939.706,1.0,2642.848,2.8124,0.3556,1.0,19
30693,7168,2304,0,base,957.67,1.0,0,957.67,0,ck,0,957.67,1.0,2652.508,2.7698,0.361,1.0,19
31666,7168,2304,0,base,986.226,1.0,0,986.226,0,ck,0,986.226,1.0,2760.481,2.799,0.3573,1.0,19
31848,7168,2304,0,base,990.514,1.0,0,990.514,0,ck,0,990.514,1.0,2740.381,2.7666,0.3615,1.0,19
31992,7168,2304,0,base,996.263,1.0,0,996.263,0,ck,0,996.263,1.0,2765.413,2.7758,0.3603,1.0,19
32608,7168,2304,0,base,1009.659,1.0,0,1009.659,0,ck,0,1009.659,1.0,2835.606,2.8085,0.3561,1.0,19
33024,7168,2304,0,base,986.511,1.0,0,986.511,0,ck,0,986.511,1.0,2870.887,2.9101,0.3436,1.0,19
